"NPTF";"NAV_DATE";"TOTGRP";"GROUPE";"CMON_REF";"CTRI";"LIBELLE";"TRI";"LOCAL_CCY";"NAV_USD";"NAV_LOCAL_CCY";"MNT_REMB2_DEAL";"MNT_REMB";"MNT_REMB2";"MNT_CAP";"MNT_CAP_PTF";"TAUX";"MNT_INT_CR";"MNT_INT_CR_PTF";"MNT_TAXE_REC_CR";"MNT_TAXE_NREC_CR";"MNT_INT_AN";"MNT_TAXE_REC_AN";"MNT_TAXE_NREC_AN";"GAIN_PERTE";"GAIN_PERTE_TCHG";"GAIN_PERTE_KURS";"MNT_REALIS";"MNT_REALIS_TCHG";"MNT_REALIS_KURS";"NRUBR";"CGTI";"CODE_SECT";"CODE_PAYS";"LIBELLE1";"DATECH";"CODE_REMB";"PER_REMB";"DLASTCOUP";"DPROCCOUP";"CODE_REMB2";"PER_REMB2";"TREVENU";"CSERV";"NCONTRAT";"DVAL";"NOVAL";"NCORRESP";"NSUFF";"QUANTITE";"CUSANCE";"COURS";"NB_JOURS_REST";"NB_JOURS_INT";"COURS_REVIENT";"CMON2";"MNT_ACT_CMON2_PTF";"MNT_ACT_CMON2";"MNT_ACT_DEAL";"MNT_CAP_DEAL";"NPTF_DETAIL";"RENDEMENT_POND";"RENDEMENT";"PCT_TAXE_REC";"PCT_TAXE_NREC";"NRUBR_CORR";"LIBELLE2";"MNT_INT_CR_DEAL";"CSTATUS";"NB_JOURS_REND";"TCHG_HISTORIQUE";"CINT_AJUSTEMENT";"CAT_EMET";"TYP_RATING";"CRATING";"CMON_LIM";"MNT_ACT_GROUP";"MNT_INT_CR_GROUP";"NISSUER_GUARANTEED";"TYP_RATING_L";"CRATING_L";"COURS_BID";"COURS_OFFER";"MNT_ACT_DEAL_BID";"MNT_ACT_DEAL_OFFER";"MNT_ACT_BID";"MNT_ACT_OFFER";"NESTI";"NB_JOURS_COUP";"FMULTI";"TAUX2";"MNT_IC_TCHG_PTF";"MNT_IC_NEG_TCHG_PTF";"TYPE_COURSVAL";"DATE_COURS";"NS_PORTFOLIO";"NB_STALE_PRICE";"MNT_AMORTISSEMENT";"MNT_ACT_CMON3";"MNT_ACT_CMON3_PTF";"NEXT";"MNT_IP_PTF";"NO_SEQ";"SEC_INCOME_PTF";"SEC_YIELD";"SEC_MNT_ACT";"SEC_MNT_ACT_DEAL";"SEC_INCOME";"CODE_OID";"INC_YIELD";"CTYPE_INC_YIELD";"CTYPE_RED_YIELD";"AMORT_PRICE";"MNT_AMORTISSEMENT_DEAL";"COURS_TRUE";"COPER_VAL";"DELTA_2";"DOPER_POT";"NEXT_CPT";"CMON_CPT";"IMPORTATION_DATE";"IMPORTED BY"
"9091";30-9-2018 00:00:00;;;;;;;;640.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;667.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-646.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1335.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;693.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;10001.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1436.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1377.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1383.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-669.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1377.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1436.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-640.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9097";30-9-2018 00:00:00;;;;;;;;-1035006.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9095";30-9-2018 00:00:00;;;;;;;;-330150.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9094";30-9-2018 00:00:00;;;;;;;;-480952.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;-6877885.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;637230.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;2617619.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;1275305.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9096";30-9-2018 00:00:00;;;;;;;;-6019.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9095";30-9-2018 00:00:00;;;;;;;;-12562.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9094";30-9-2018 00:00:00;;;;;;;;128187.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9097";30-9-2018 00:00:00;;;;;;;;195227.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;500000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;4993416.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;11880000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;847081.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83925.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;2400000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84134.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84134.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;5000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;2010000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;5000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83925.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;3500000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83925.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;3000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;5880303.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;5300000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84134.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;3000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;3000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;4000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;750000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;5000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;2500000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9094";30-9-2018 00:00:00;;;;;;;;750000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9094";30-9-2018 00:00:00;;;;;;;;1000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83925.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;4000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;5000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;4286000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84134.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;2000000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;1700000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;2500000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9095";30-9-2018 00:00:00;;;;;;;;125000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;656.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-609.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;663.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-604.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;665.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-629.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-658.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;665.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1344.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1303.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1349.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1255.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1297.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1367.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-1359.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;1367.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;10306.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;-10087.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;6044.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;-6041.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;963310.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;-961563.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9097";30-9-2018 00:00:00;;;;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;2.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-2425.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;-182326.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;-1233189.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9095";30-9-2018 00:00:00;;;;;;;;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9096";30-9-2018 00:00:00;;;;;;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9093";30-9-2018 00:00:00;;;;;;;;-1508.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9091";30-9-2018 00:00:00;;;;;;;;-53047.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;-82981.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9092";30-9-2018 00:00:00;;;;;;;;-477511.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
