ID_INNPACT;ID_REPAYMENT;REPAYMENT_DATE;AMOUNT_VALUE_LOCAL_CCY;AMOUNT_VALUE_USD;LOCAL_CCY;CREATION_DATE;CREATED_BY;MODIFICATION_DATE;MODIFIED_BY
4183991;0;22-09-23 00:00;;225000.0;USD;;;;
4183926;0;23-09-23 00:00;4,00E+13;3,02E+12;MMK;;;;
4183928;0;25-09-23 00:00;2,90E+15;7,54E+11;COP;;;;
4183932;0;02-10-23 00:00;0.00;1,72E+12;MMK;;;;
4183996;0;02-10-23 00:00;;500000.0;USD;;;;
4183940;0;03-10-23 00:00;0.00;1.0e+07;USD;;;;
4183949;0;28-10-23 00:00;0.00;5.0e+06;;;;;
4183950;2;20-11-23 00:00;0.00;293162.5;EUR;;;;
4183956;0;04-12-23 00:00;0.00;1.0e+06;USD;;;;
4183955;1;08-12-23 00:00;0.00;2.5e+06;USD;;;;
4183960;2;15-12-23 00:00;0.00;1,67E+12;USD;;;;
4183853;7;20-12-23 00:00;777756.4;885786.8;EUR;;;;
4183971;1;22-12-23 00:00;0.00;2,19E+12;INR;;;;
4184015;0;23-12-23 00:00;1.0e+06;1.0e+06;USD;;;;
4184016;2;29-12-23 00:00;250000.0;250000.0;EUR;;;;
EUR;;;;;;;;;
4184000;0;29-12-23 00:00;;178521.0;USD;;;;
4183963;3;02-01-24 00:00;7.29e+08;1,85E+12;NGN;;;;
4183422;4;02-01-24 00:00;333333.3;333333.3;USD;;;;
4183397;0;08-01-24 00:00;422654.3;500000.0;EUR;;;;
4183961;0;10-01-24 00:00;221449.1;221449.1;USD;;;;
4183995;0;22-01-24 00:00;;833333.3;USD;;;;
4183420;0;30-01-24 00:00;3.75e+06;3.75e+06;USD;;;;
USD;;;;;;;;;
4183897;3;07-02-24 00:00;2,90E+13;2,19E+12;MMK;;;;
4184012;0;21-02-24 00:00;1.0e+06;1.0e+06;USD;;;;
4183979;0;26-02-24 00:00;;5.0e+06;USD;;;;
4183987;0;07-03-24 00:00;7.0e+08;9,58E+12;INR;;;;
4183981;0;09-03-24 00:00;;300000.0;KES;;;;
4183988;0;12-03-24 00:00;;3,20E+12;INR;;;;
4183989;0;15-03-24 00:00;;350000.0;TZS;;;;
4183832;0;31-03-24 00:00;1.21e+08;2.1e+06;INR;;;;
4184011;0;01-04-24 00:00;3.5e+4184004;0;15-04-24 00:00;1,71E+10;5.0e+06;GEL;
4184008;0;15-04-24 00:00;1.5e+06;1.5e+06;USD;;;;
4184002;0;21-05-24 00:00;1,00E+09;1,00E+09;USD;;;;
4184009;1;21-05-24 00:00;1,25E+12;1,25E+12;USD;;;;
4184005;0;28-05-24 00:00;4,20E+15;1,12E+09;COP;;;;
COP;;;;;;;;;
COP;;;;;;;;;
4184010;0;11-06-24 00:00;2,33E+12;2,33E+12;USD;;;;
4183853;8;21-06-24 00:00;777756.4;777756.4;eur;;;;
4184012;1;21-06-24 00:00;1.0e+06;1.0e+06;USD;;;;
4184013;1;21-06-24 00:00;500000.0;605900.0;EUR;;;;
4183911;0;24-06-24 00:00;;550000.0;;;;;
4184015;1;24-06-24 00:00;1.0e+06;1.0e+06;USD;;;;
4184017;2;25-06-24 00:00;1,52E+13;680000.0;TZS;;;;
4184016;3;28-06-24 00:00;250000.0;250000.0;EUR;;;;
4183422;5;01-07-24 00:00;333333.3;333333.3;USD;;;;
4183397;0;08-07-24 00:00;422654.3;500000.0;EUR;;;;
4183412;0;12-07-24 00:00;3.7e+08;5.0e+06;INR;;;;
4183457;0;22-07-24 00:00;4.0e+06;4.0e+06;USD;;;;
4183357;1;19-08-24 00:00;5,47E+11;500000.0;KES;;;;
4183431;0;25-12-24 00:00;5.0e+06;5.0e+06;USD;;;;
4183397;0;07-01-25 00:00;422654.3;500000.0;EUR;;;;
4184010;0;13-01-25 00:00;2,33E+12;2,33E+12;USD;;;;
4183420;0;30-01-25 00:00;3.75e+06;3.75e+06;USD;;;;
4183397;0;31-01-25 00:00;422654.3;500000.0;EUR;;;;
4184009;2;21-02-25 00:00;2,50E+12;2,50E+12;USD;;;;
4183852;0;21-06-21 00:00;1.0e+06;1.0e+06;USD;;;;
