empty;CCY_ISO;FX_RATE_DATE;FX_RATE
;IDR;22-01-20;13645.00000000000000000000
;MMK;07-02-20;1449.80000000000000000000
;USD;17-01-20;1.00000000000000000000
;USD;29-05-20;1.00000000000000000000
;USD;02-06-20;1.00000000000000000000
;COP;29-05-20;3732.00000000000000000000
;USD;20-05-20;1.00000000000000000000
;COP;22-04-20;3979.00000000000000000000
;ZAR;29-05-20;17.45000000000000000000
;USD;24-04-20;1.00000000000000000000
;INR;29-06-20;75.58999988597250000000
;USD;24-06-20;1.00000000000000000000
;INR;11-06-20;75.59999987148000000000
;MMK;26-06-20;1391.40000000000000000000
;INR;29-06-20;75.16696969696970000000
;IDR;30-06-20;14248.00000000000000000000
;THB;30-06-20;30.92000000000000000000
;EUR;10-07-20;0.88261253309797000000
;USD;12-06-20;1.00000000000000000000
;EUR;31-07-20;0.85360648740930400000
;USD;14-08-20;1.00000000000000000000
;MMK;13-08-20;1369.60000000000000000000
;USD;31-08-20;1.00000000000000000000
;USD;20-08-20;1.00000000000000000000
;MMK;23-09-20;1331.73333333333000000000
;COP;25-09-20;3873.00000000000000000000
;INR;31-07-20;74.28571428571430000000
;MMK;02-10-20;1308.80000000000000000000
;INR;09-08-20;73.06751826859210000000
;USD;15-10-20;1.00000000000000000000
;USD;18-08-20;1.00000000000000000000
;USD;16-09-20;1.00000000000000000000
;USD;08-09-20;1.00000000000000000000
;USD;02-10-20;1.00000000000000000000
;USD;28-10-20;1.00000000000000000000
;EUR;18-11-20;0.84480865084058500000
;USD;30-10-20;1.00000000000000000000
;INR;24-10-20;73.61000011366750000000
;USD;08-12-20;1.00000000000000000000
;USD;04-12-20;1.00000000000000000000
;TJS;14-12-20;2.00000000000000000000
;EUR;15-12-20;0.82508250825082500000
;USD;22-12-20;1.00000000000000000000
;USD;15-12-20;1.00000000000000000000
;USD;31-10-20;1.00000000000000000000
;MXN;31-10-19;19.95267859031240000000
;NGN;31-12-20;486.00000000000000000000
;KES;31-12-20;108.76940000000000000000
;EUR;18-12-20;2.47664523542990000000
;USD;13-05-20;1.00000000000000000000
;EUR;23-12-20;0.81833060556464800000
;INR;24-12-20;73.71822016100750000000
;INR;16-12-20;75.00000000000000000000
;INR;31-10-20;74.11000006843200000000
;NGN;25-01-21;410.05060198918200000000
;USD;12-02-21;1.00000000000000000000
;USD;26-02-21;1.00000000000000000000
;USD;04-03-21;1.00000000000000000000
;KES;09-03-21;109.65180000000000000000
;INR;20-08-21;74.25999910888000000000
;INR;13-07-21;74.25999910888000000000
;ZAR;24-02-21;14.61750000376400000000
;MXN;29-01-21;19.91048449748580000000
;CNH;26-01-21;6.66666650000000000000
;INR;10-03-21;73.03560057748210000000
;INR;12-03-21;72.87411122213420000000
;TZS;15-03-21;2298.51460000000000000000
;INR;01-03-19;73.52941176470590000000
;USD;22-03-21;1.00000000000000000000
;INR;26-03-21;70.91575095238090000000
;THB;25-02-21;30.05000000000000000000
;PEN;30-03-21;3.73800000000000000000
;USD;22-01-21;1.00000000000000000000
;USD;30-03-21;1.00000000000000000000
;USD;15-04-21;1.00000000000000000000
;USD;05-02-18;1.00000000000000000000
;USD;10-01-20;1.00000000000000000000
;USD;30-04-21;1.00000000000000000000
;USD;18-05-21;1.00000000000000000000
;USD;29-05-21;1.00000000000000000000
;GEL;13-04-21;3.42600000000000000000
;COP;28-05-21;3743.50000000000000000000
;USD;23-04-21;1.00000000000000000000
;USD;19-04-21;1.00000000000000000000
;USD;19-05-21;1.00000000000000000000
;USD;11-06-21;1.00000000000000000000
;USD;01-04-21;1.00000000000000000000
;USD;21-06-21;1.00000000000000000000
;EUR;21-06-21;0.82576383154417800000
;USD;24-06-21;1.00000000000000000000
;USD;22-06-21;1.00000000000000000000
;EUR;30-06-21;1.67308014053873000000
;TZS;22-06-21;2286.90000000000000000000
;INR;25-05-21;72.72727272727270000000
;KES;17-08-21;109.45000000000000000000
;CNY;02-07-21;6.46470023874428000000
;NGN;08-07-21;500.00000000000000000000
;NGN;30-07-21;400.00000000000000000000
;MWK;27-07-21;809.53310000000000000000
;EUR;07-07-21;0.84530853600000000000
;INR;12-07-21;74.00000000000000000000
;INR;20-08-21;74.19563500334220000000
;USD;22-07-21;1.00000000000000000000
;USD;30-07-21;1.00000000000000000000
;USD;07-07-21;1.00000000000000000000
;USD;01-07-21;1.00000000000000000000
;INR;27-08-21;73.00000000000000000000
;EUR;20-09-21;0.85055711491026600000
;USD;21-07-21;1.00000000000000000000
;HNL;25-07-21;23.75939666666670000000
;EUR;31-08-21;0.85034013605442200000
;USD;09-08-21;1.00000000000000000000
